,,group,ids,moe,percent
b25024_hu_units_in_structure_acs_m,u3_4,,5,FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u3_4_me,,5,TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u5_9,,6,FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u5_9_me,,6,TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u10_19,,7,FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u10_19_me,,7,TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u20ov,,"008, 009",FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u20ov_me,,"008, 009",TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u20_49,,8,FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u20_49_me,,8,TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u50ov,,9,FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u50ov_me,,9,TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u_oth,,"010, 011",FALSE,FALSE
b25024_hu_units_in_structure_acs_m,u_oth_me,,"010, 011",TRUE,FALSE
b25024_hu_units_in_structure_acs_m,u1_p,,"001, 002, 003",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u1_mep,,"001, 002, 003",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u1d_p,,"001, 002",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u1d_mep,,"001, 002",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u1a_p,,"001, 003",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u1a_mep,,"001, 003",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u2_p,,"001, 004",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u2_mep,,"001, 004",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u2ov_p,,"001, 004, 007, 009, 005, 008, 006",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u2ov_mep,,"001, 004, 007, 009, 005, 008, 006",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u2_4_p,,"001, 004, 005",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u2_4_mep,,"001, 004, 005",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u3_4_p,,"001, 005",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u3_4_mep,,"001, 005",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u5_9_p,,"001, 006",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u5_9_mep,,"001, 006",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u10_19_p,,"001, 007",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u10_19_mep,,"001, 007",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u20ov_p,,"008, 001, 009",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u20ov_mep,,"008, 001, 009",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u20_49_p,,"008, 001",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u20_49_mep,,"008, 001",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u50ov_p,,"001, 009",FALSE,TRUE
b25024_hu_units_in_structure_acs_m,u50ov_mep,,"001, 009",TRUE,TRUE
b25024_hu_units_in_structure_acs_m,u_oth_p,,"001, 010, 011",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,hh,,1,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,hhm,,1,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,sf,,"003, 004, 014, 015",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,sf_me,,"003, 004, 014, 015",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u1d,,"014, 003",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u1d_m,,"014, 003",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u1a,,"004, 015",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u1a_m,,"004, 015",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,mf,,"018, 010, 020, 007, 009, 005, 008, 016, 021, 006, 017, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,mf_me,,"018, 010, 020, 007, 009, 005, 008, 016, 021, 006, 017, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u2,,"016, 005",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u2m,,"016, 005",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u2_4,,"016, 006, 017, 005",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u2_4m,,"016, 006, 017, 005",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u3_4,,"006, 017",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u3_4m,,"006, 017",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u5ov,,"018, 010, 020, 007, 009, 008, 021, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u5ovm,,"018, 010, 020, 007, 009, 008, 021, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u5_9,,"018, 007",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u5_9m,,"018, 007",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u10ov,,"010, 020, 009, 008, 021, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u10ovm,,"010, 020, 009, 008, 021, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u10_19,,"008, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u10_19m,,"008, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u20ov,,"021, 010, 009, 020",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u20ovm,,"021, 010, 009, 020",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u20_49,,"009, 020",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u20_49m,,"009, 020",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,u50ov,,"021, 010",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,u50ovm,,"021, 010",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,mobl,,"022, 011",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,moblm,,"022, 011",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,oth,,"023, 012",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,othm,,"023, 012",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_hh,,2,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_hhm,,2,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_sf,,"004, 003",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_sf_me,,"004, 003",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u1d,,3,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u1d_m,,3,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u1a,,4,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u1a_m,,4,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_mf,,"010, 007, 009, 005, 008, 006",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_mf_me,,"010, 007, 009, 005, 008, 006",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u2,,5,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u2m,,5,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u2_4,,"006, 005",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u2_4m,,"006, 005",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u3_4,,6,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u3_4m,,6,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u5ov,,"008, 010, 009, 007",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u5ovm,,"008, 010, 009, 007",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u5_9,,7,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u5_9m,,7,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u10ov,,"008, 010, 009",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u10ovm,,"008, 010, 009",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u10_19,,8,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u10_19m,,8,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u20ov,,"010, 009",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u20ovm,,"010, 009",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u20_49,,9,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u20_49m,,9,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u50ov,,10,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_u50ovm,,10,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_mobl,,11,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_moblm,,11,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,o_oth,,12,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,o_othm,,12,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_hh,,13,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_hhm,,13,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_sf,,"014, 015",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_sf_me,,"014, 015",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u1d,,14,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u1d_m,,14,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u1a,,15,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u1a_m,,15,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_mf,,"018, 020, 016, 021, 017, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_mf_me,,"018, 020, 016, 021, 017, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u2,,16,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u2m,,16,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u2_4,,"017, 016",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u2_4m,,"017, 016",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u3_4,,17,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u3_4m,,17,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u5ov,,"021, 018, 020, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u5ovm,,"021, 018, 020, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u5_9,,18,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u5_9m,,18,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u10ov,,"021, 020, 019",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u10ovm,,"021, 020, 019",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u10_19,,19,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u10_19m,,19,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u20ov,,"021, 020",FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u20ovm,,"021, 020",TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u20_49,,20,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u20_49m,,20,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u50ov,,21,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_u50ovm,,21,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_mobl,,22,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_moblm,,22,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,r_oth,,23,FALSE,FALSE
b25032_hu_tenure_by_units_acs_m,r_othm,,23,TRUE,FALSE
b25032_hu_tenure_by_units_acs_m,sf_p,,"001, 004, 014, 015, 003",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,sf_mep,,"001, 004, 014, 015, 003",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u1dp,,"001, 014, 003",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u1d_mp,,"001, 014, 003",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u1ap,,"001, 004, 015",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u1a_mp,,"001, 004, 015",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,mfp,,"001, 018, 010, 020, 007, 009, 005, 008, 016, 021, 006, 017, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,mf_mp,,"001, 018, 010, 020, 007, 009, 005, 008, 016, 021, 006, 017, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u2p,,"001, 016, 005",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u2mp,,"001, 016, 005",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u2_4p,,"001, 005, 016, 006, 017",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u2_4mp,,"001, 005, 016, 006, 017",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u3_4p,,"001, 006, 017",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u3_4mp,,"001, 006, 017",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u5ovp,,"001, 018, 010, 020, 007, 009, 008, 021, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u5ovmp,,"001, 018, 010, 020, 007, 009, 008, 021, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u5_9p,,"001, 018, 007",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u5_9mp,,"001, 018, 007",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u10ovp,,"001, 010, 020, 009, 008, 021, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u10ovmp,,"001, 010, 020, 009, 008, 021, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u10_19p,,"008, 001, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u10_19mp,,"008, 001, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u20ovp,,"001, 010, 020, 009, 021",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u20ovmp,,"001, 010, 020, 009, 021",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u20_49p,,"001, 009, 020",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u20_49mp,,"001, 009, 020",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,u50ovp,,"021, 001, 010",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,u50ovmp,,"021, 001, 010",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,moblp,,"001, 022, 011",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,moblmp,,"001, 022, 011",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,othp,,"001, 023, 012",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,othmp,,"001, 023, 012",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_hhp,,"001, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_hhmp,,"001, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_sfp,,"004, 002, 003",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_sf_mep,,"004, 002, 003",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u1dp,,"002, 003",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u1d_mp,,"002, 003",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u1ap,,"004, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u1a_mp,,"004, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_mfp,,"010, 002, 007, 009, 005, 008, 006",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_mf_mp,,"010, 002, 007, 009, 005, 008, 006",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u2p,,"002, 005",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u2mp,,"002, 005",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u2_4p,,"006, 002, 005",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u2_4mp,,"006, 002, 005",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u3_4p,,"006, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u3_4mp,,"006, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u5ovp,,"010, 007, 009, 008, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u5ovmp,,"010, 007, 009, 008, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u5_9p,,"002, 007",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u5_9mp,,"002, 007",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u10ovp,,"008, 010, 009, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u10ovmp,,"008, 010, 009, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u10_19p,,"008, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u10_19mp,,"008, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u20ovp,,"010, 009, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u20ovmp,,"010, 009, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u20_49p,,"002, 009",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u20_49mp,,"002, 009",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u50ovp,,"010, 002",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_u50ovmp,,"010, 002",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_moblp,,"002, 011",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_moblmp,,"002, 011",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,o_othp,,"002, 012",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,o_othmp,,"002, 012",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_hhp,,"001, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_hh_mep,,"001, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_sf_p,,"013, 014, 015",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_sf_mep,,"013, 014, 015",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u1dp,,"014, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u1d_mp,,"014, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u1ap,,"013, 015",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u1a_mp,,"013, 015",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_mf_p,,"018, 020, 013, 016, 021, 017, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_mf_mep,,"018, 020, 013, 016, 021, 017, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u2p,,"016, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u2mp,,"016, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u2_4p,,"017, 016, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u2_4mp,,"017, 016, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u3_4p,,"017, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u3_4mp,,"017, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u5ovp,,"018, 020, 013, 021, 019",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u5ovmp,,"018, 020, 013, 021, 019",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u5_9p,,"018, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u5_9mp,,"018, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u10ovp,,"021, 020, 019, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u10ovmp,,"021, 020, 019, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u10_19p,,"019, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u10_19mp,,"019, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u20ovp,,"021, 020, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u20ovmp,,"021, 020, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u20_49p,,"020, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u20_49mp,,"020, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u50ovp,,"021, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_u50ovmp,,"021, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_moblp,,"022, 013",FALSE,TRUE
b25032_hu_tenure_by_units_acs_m,r_moblmp,,"022, 013",TRUE,TRUE
b25032_hu_tenure_by_units_acs_m,r_othp,,"023, 013",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,$2 ,,,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r_occ,,1,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r_occm,,1,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,med_rent,,1,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,med_rentm,,1,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,cashrnt,,2,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,cashrntm,,2,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,r_u500,,"004, 010, 007, 009, 005, 008, 011, 003, 006",FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r_u500m,,"004, 010, 007, 009, 005, 008, 011, 003, 006",TRUE,FALSE
b25056_b25058_contract_rent_acs_m,r500,,"018, 012, 013, 014, 015, 016, 017, 019",FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r500m,,"018, 012, 013, 014, 015, 016, 017, 019",TRUE,FALSE
b25056_b25058_contract_rent_acs_m,r1000,,"021, 020",FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r1000m,,"021, 020",TRUE,FALSE
b25056_b25058_contract_rent_acs_m,r1500,,22,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r1500m,,22,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,r2000o,,23,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,r20000m,,23,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,nocashr,,24,FALSE,FALSE
b25056_b25058_contract_rent_acs_m,nocashrme,,24,TRUE,FALSE
b25056_b25058_contract_rent_acs_m,cashrntp,,"001, 002",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,cashrntmp,,"001, 002",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,r_u500p,,"004, 010, 007, 009, 005, 008, 011, 003, 006, 002",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,r_u500mp,,"004, 010, 007, 009, 005, 008, 011, 003, 006, 002",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,r500p,,"018, 002, 012, 013, 014, 015, 016, 017, 019",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,r500mp,,"018, 002, 012, 013, 014, 015, 016, 017, 019",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,r1000p,,"021, 002, 020",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,r1000mp,,"021, 002, 020",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,r1500p,,"022, 002",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,r1500mp,,"022, 002",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,r2000op,,"023, 002",FALSE,TRUE
b25056_b25058_contract_rent_acs_m,r2000omp,,"023, 002",TRUE,TRUE
b25056_b25058_contract_rent_acs_m,nocashrp,,"001, 024",FALSE,TRUE
b25063_b25064_b25065_rent_acs_m,r_occ,,1,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r_occ_me,,1,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,med_c_r,,,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,med_c_r_me,,,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,agg_c_r,,1,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,agg_c_r_me,,1,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,cashrnt,,2,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,cashrntme,,2,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,r_500,,"004, 010, 007, 009, 005, 008, 011, 003, 006",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r_500_me,,"004, 010, 007, 009, 005, 008, 011, 003, 006",TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,r5001000,,"018, 012, 013, 014, 015, 016, 017, 019",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r5001000m,,"018, 012, 013, 014, 015, 016, 017, 019",TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,r10001500,,"021, 020",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r10001500m,,"021, 020",TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,r15002000,,22,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r15002000m,,22,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,r2000,,23,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r2000_me,,23,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,nocashr,,24,FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,nocashrme,,24,TRUE,FALSE
b25063_b25064_b25065_rent_acs_m,cashrnt_p,,"001, 002",FALSE,TRUE
b25063_b25064_b25065_rent_acs_m,cashrntmep,,"001, 002",TRUE,TRUE
b25063_b25064_b25065_rent_acs_m,r_500_p,,"004, 010, 007, 009, 005, 008, 011, 003, 006, 002",FALSE,TRUE
b25063_b25064_b25065_rent_acs_m,r_500_mep,,"004, 010, 007, 009, 005, 008, 011, 003, 006, 002",TRUE,TRUE
b25063_b25064_b25065_rent_acs_m,p5001000,,"018, 002, 012, 013, 014, 015, 016, 017, 019",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,mp5001000,,"018, 002, 012, 013, 014, 015, 016, 017, 019",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,p10001500,,"021, 002, 020",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,mp10001500,,"021, 002, 020",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,p15002000,,"022, 002",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,mp15002000,,"022, 002",FALSE,FALSE
b25063_b25064_b25065_rent_acs_m,r2000_p,,"023, 002",FALSE,TRUE
b25063_b25064_b25065_rent_acs_m,r2000_mep,,"023, 002",TRUE,TRUE
b25063_b25064_b25065_rent_acs_m,nocashr_p,,"001, 024",FALSE,TRUE
b25072_b25093_costburden_by_age_acs_m,occ,,1,FALSE,FALSE
b25072_b25093_costburden_by_age_acs_m,occ_me,,1,TRUE,FALSE
